Column, Variable, Description, Units, Notes,,,,,,,,,,,,,,,,,
1, Year,,,,,,,,,,,,,,,,,,,,
2, Month,,,,,,,,,,,,,,,,,,,,
3, Date,,,,,,,,,,,,,,,,,,,,
4, Hour,,,,,,,,,,,,,,,,,,,,
5, PWC, , , (on hour GMT),,,,,,,,,,,,,,,,,
6, CC, Cloud amount, oktas, (on hour GMT),,,,,,,,,,,,,,,,,
7, DBT, Dry Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
8, WBT, Wet Bulb Temperature, degrees Celcius, (on hour GMT),,,,,,,,,,,,,,,,,
9, RH, Relative Humidity, % (on hour GMT),,,,,,,,,,,,,,,,,,
10, Press, Mean Sea Level Pressure, hPa, (on hour GMT),,,,,,,,,,,,,,,,,
11, WD, Wind Direction, degrees, (average over previous hour GMT),,,,,,,,,,,,,,,,,
12, WS, Wind Speed, knots, (average over previous hour GMT),,,,,,,,,,,,,,,,,
13, GSR, Global Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
14, DSR, Diffuse Irradiation (horizontal plane), W/m^2, (average over next hour in LAT),,,,,,,,,,,,,,,,,
15, Alt, Solar Altitude, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
16, Dec, Solar Declination, degrees, (calculated on next half-hour in LAT),,,,,,,,,,,,,,,,,
17-22, Missing Data Codes, see accompanying documentation for description,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Model parameters,,,,,,,,,,,,,,,,,,,,,
2003,2,14,14,,1,3.8,1.1,54.9,1030.7,60,9,253.9,171.7,,,0,0,0,0,0,0
2003,2,14,15,,2,3.4,1,58.8,1030.8,70,9,223.6,147.5,,,0,0,0,0,0,0
2003,2,14,16,,3,3.9,1.4,58.2,1031,40,9,249.2,126.1,,,0,0,0,0,0,0
2003,2,14,17,,2,3.9,1.3,56.6,1031.1,50,8,108.6,72.5,,,0,0,0,0,0,0
2003,2,14,18,,2,2.8,0.9,66.3,1031.8,30,8,23.1,20.8,,,0,0,0,0,0,0
2003,2,14,19,,0,1.6,0.1,71.6,1032.1,20,5,0,0,,,0,0,0,0,0,0
2003,2,14,20,,0,1.5,0.4,79,1032.5,30,6,0,0,,,0,0,0,0,0,0
2003,2,14,21,,0,1.3,0.1,76.9,1033.1,50,9,0,0,,,0,0,0,0,0,0
2003,2,14,22,,2,0.5,-0.9,73,1033.7,50,6,0,0,,,0,0,0,0,0,0
2003,2,14,23,,0,0.3,-1,74.5,1034.1,40,5,0,0,,,0,0,0,0,0,0
2003,2,14,24,,0,-0.7,-1.8,76.4,1034.3,40,6,0,0,,,0,0,0,0,0,0
2003,2,15,1,,0,-1.4,-2.4,77.3,1034.7,10,4,0,0,,,0,0,0,0,0,0
2003,2,15,2,,0,-1.4,-2.2,81.5,1034.8,20,7,0,0,,,0,0,0,0,0,0
2003,2,15,3,,0,-1.3,-2.2,79.5,1034.7,30,7,0,0,,,0,0,0,0,0,0
2003,2,15,4,,0,-1.1,-1.9,81.9,1034.8,30,7,0,0,,,0,0,0,0,0,0
2003,2,15,5,,0,-1.7,-2.4,83.1,1034.9,30,6,0,0,,,0,0,0,0,0,0
2003,2,15,6,,0,-1.2,-1.8,85.9,1035.4,30,7,0,0,,,0,0,0,0,0,0
2003,2,15,7,,0,-2.2,-2.9,82.3,1035.5,30,4,0,0,,,0,0,0,0,0,0
2003,2,15,8,,0,-2.6,-2.5,87,1036,50,3,0,0,,,0,0,0,0,0,0
2003,2,15,9,,0,-2.1,-2.3,93.5,1036.3,30,3,45.3,17.5,,,0,0,0,0,0,0
2003,2,15,10,,0,-0.5,-1.2,85.1,1036.6,60,3,172.2,40,,,0,0,0,0,0,0
2003,2,15,11,,0,0.5,0.1,91.8,1036.8,40,5,262.2,114.4,,,0,0,0,0,0,0
2003,2,15,12,,0,2.5,2,91,1036.5,50,9,299.4,209.4,,,0,0,0,0,0,0
2003,2,15,13,,0,2.4,1.3,79.9,1036.6,50,7,185.6,183.9,,,0,0,0,0,0,0
2003,2,15,14,,0,3.1,1.5,72,1035.9,30,9,138.6,138.1,,,0,0,0,0,0,0
2003,2,15,15,,0,3.2,1.7,73.7,1035.9,40,8,87.2,87.2,,,0,0,0,0,0,0
2003,2,15,16,,0,3,1.9,80.5,1035.7,40,10,61.1,60.8,,,0,0,0,0,0,0
2003,2,15,17,,0,4.1,2.6,74.8,1036.2,60,12,34.2,33.9,,,0,0,0,0,0,0
2003,2,15,18,,8,3.8,2.4,76.1,1036.3,70,11,10.3,10.3,,,0,0,0,0,0,0
2003,2,15,19,,8,3.5,2.3,79.2,1036.3,60,11,0,0,,,0,0,0,0,0,0
2003,2,15,20,,8,3.3,2.2,80.7,1036.6,60,12,0,0,,,0,0,0,0,0,0
2003,2,15,21,,8,3.2,2.2,82.3,1036.6,70,9,0,0,,,0,0,0,0,0,0
2003,2,15,22,,8,2.7,1.7,81.9,1036.6,60,11,0,0,,,0,0,0,0,0,0
2003,2,15,23,,8,2.5,1.6,83.6,1036.7,80,11,0,0,,,0,0,0,0,0,0
2003,2,15,24,,8,2.1,1.2,83.1,1036.7,70,13,0,0,,,0,0,0,0,0,0
2003,2,16,1,,8,1.9,0.9,81.2,1036.7,80,11,0,0,,,0,0,0,0,0,0
2003,2,16,2,,7,1.7,0.3,73.5,1036.7,80,12,0,0,,,0,0,0,0,0,0
2003,2,16,3,,8,1.5,0.4,79,1036.6,90,8,0,0,,,0,0,0,0,0,0
2003,2,16,4,,8,1.5,0.3,77.1,1036.4,70,10,0,0,,,0,0,0,0,0,0
2003,2,16,5,,8,1,0,80.4,1036.2,90,14,0,0,,,0,0,0,0,0,0
2003,2,16,6,,8,1.3,0.3,80.6,1036.5,80,9,0,0,,,0,0,0,0,0,0
2003,2,16,7,,8,1.3,0.2,78.8,1036.7,80,11,0,0,,,0,0,0,0,0,0
2003,2,16,8,,7,1.2,-0.3,72.7,1036.8,80,10,0,0,,,0,0,0,0,0,0
2003,2,16,9,,7,0.9,-0.7,70.2,1037.1,100,10,6.9,6.9,,,0,0,0,0,0,0
2003,2,16,10,,7,1.1,-0.4,72.4,1037.2,80,9,29.4,29.2,,,0,0,0,0,0,0
2003,2,16,11,,8,1.3,0,75,1037.4,90,10,62.8,62.5,,,0,0,0,0,0,0
2003,2,16,12,,7,1.6,-0.4,64.4,1037.6,80,10,140.8,140.6,,,0,0,0,0,0,0
2003,2,16,13,,7,2.2,0.1,61.6,1037.6,80,8,201.7,189.4,,,0,0,0,0,0,0
2003,2,16,14,,5,2.8,0.7,62.8,1037.3,90,7,403.9,207.5,,,0,0,0,0,0,0
2003,2,16,15,,2,4,1.3,55,1037.1,100,8,304.7,169.7,,,0,0,0,0,0,0
2003,2,16,16,,1,3.3,0.8,56.8,1037.1,90,8,273.9,119.2,,,0,0,0,0,0,0
2003,2,16,17,,1,3,0.4,54.6,1037.2,70,8,140.6,72.2,,,0,0,0,0,0,0
2003,2,16,18,,1,2.4,0.3,62,1037.3,70,6,34.2,21.9,,,0,0,0,0,0,0
2003,2,16,19,,1,1.3,-0.3,70.9,1037.4,70,4,0,0,,,0,0,0,0,0,0
2003,2,16,20,,0,0.9,-0.5,73.8,1038,40,6,0,0,,,0,0,0,0,0,0
2003,2,16,21,,0,0.5,-0.9,72.9,1038.1,60,8,0,0,,,0,0,0,0,0,0
2003,2,16,22,,0,-0.1,-1.2,77.6,1038.5,60,8,0,0,,,0,0,0,0,0,0
2003,2,16,23,,7,-0.3,-1.6,73.2,1038.6,80,8,0,0,,,0,0,0,0,0,0
2003,2,16,24,,7,0.1,-1.4,70.2,1038.5,80,10,0,0,,,0,0,0,0,0,0
2003,2,17,1,,7,0.1,-1.4,70.2,1037.9,80,9,0,0,,,0,0,0,0,0,0
2003,2,17,2,,7,0,-1.4,71.8,1038.3,70,6,0,0,,,0,0,0,0,0,0
2003,2,17,3,,8,0.1,-1.5,68.3,1038.4,90,9,0,0,,,0,0,0,0,0,0
2003,2,17,4,,8,0.2,-1.5,66.6,1038.6,70,7,0,0,,,0,0,0,0,0,0
2003,2,17,5,,8,0.3,-1.4,66.8,1038.6,60,7,0,0,,,0,0,0,0,0,0
2003,2,17,6,,8,0.3,-1.5,64.9,1038.4,80,8,0,0,,,0,0,0,0,0,0
2003,2,17,7,,7,0.2,-1.5,66.6,1038.5,80,7,0,0,,,0,0,0,0,0,0
2003,2,17,8,,7,0.1,-1.6,66.3,1038.6,90,7,0,0,,,0,0,0,0,0,0
2003,2,17,9,,7,0.3,-1.5,64.9,1038.9,80,9,16.4,16.4,,,0,0,0,0,0,0
2003,2,17,10,,6,0.5,-1.4,63.4,1038.9,80,11,70.8,69.4,,,0,0,0,0,0,0
2003,2,17,11,,5,0.8,-1.1,64.3,1038.8,80,12,250.8,123.1,,,0,0,0,0,0,0
2003,2,17,12,,2,1.7,-0.4,62.8,1038.5,90,11,379.7,88.3,,,0,0,0,0,0,0
2003,2,17,13,,1,2.8,0.4,57.6,1038.2,100,9,443.9,83.6,,,0,0,0,0,0,0
2003,2,17,14,,1,3.4,0.5,50.5,1037.5,90,9,451.1,78.3,,,0,0,0,0,0,0
2003,2,17,15,,1,3.8,0.6,46.5,1037.1,90,11,390.3,84.7,,,0,0,0,0,0,0
2003,2,17,16,,1,3.8,0.8,49.8,1036.5,70,10,294.4,70.6,,,0,0,0,0,0,0
2003,2,17,17,,1,3.6,0.5,47.7,1036,80,6,167.2,48.1,,,0,0,0,0,0,0
2003,2,17,18,,1,2.5,-0.3,52.9,1035.9,70,9,43.1,21.1,,,0,0,0,0,0,0
2003,2,17,19,,1,1.3,-0.8,61.8,1035.8,60,6,0,0,,,0,0,0,0,0,0
2003,2,17,20,,1,0.5,-1.1,69.2,1035.6,70,6,0,0,,,0,0,0,0,0,0
2003,2,17,21,,1,0.3,-1.2,70.7,1035.3,80,7,0,0,,,0,0,0,0,0,0
2003,2,17,22,,1,-0.2,-1.4,75.6,1035,80,8,0,0,,,0,0,0,0,0,0
2003,2,17,23,,0,-0.3,-1.5,75.4,1034.1,70,7,0,0,,,0,0,0,0,0,0
2003,2,17,24,,0,-0.6,-1.6,78.8,1033.7,70,7,0,0,,,0,0,0,0,0,0
2003,2,18,1,,0,-1.6,-2.4,81,1033.5,80,5,0,0,,,0,0,0,0,0,0
2003,2,18,2,,0,-1.5,-2.2,83.5,1033.4,70,5,0,0,,,0,0,0,0,0,0
2003,2,18,3,,0,-2.8,-3.4,83.5,1032.9,80,2,0,0,,,0,0,0,0,0,0
2003,2,18,4,,0,-2.2,-2.8,84.4,1031.9,40,5,0,0,,,0,0,0,0,0,0
2003,2,18,5,,0,-3,-3.6,83.1,1031.6,80,2,0,0,,,0,0,0,0,0,0
2003,2,18,6,,0,-4.3,-4.9,81.1,1031,60,2,0,0,,,0,0,0,0,0,0
2003,2,18,7,,0,-3,-3.6,83.1,1030.9,40,3,0,0,,,0,0,0,0,0,0
2003,2,18,8,,0,-3.3,-3.9,82.7,1030.7,50,4,0.3,0.3,,,0,0,0,0,0,0
2003,2,18,9,,0,-2.6,-3.2,83.8,1030.4,60,4,50,23.1,,,0,0,0,0,0,0
2003,2,18,10,,0,-0.4,-1.3,81.3,1030.1,50,3,166.1,54.7,,,0,0,0,0,0,0
2003,2,18,11,,0,1.1,-0.5,70.5,1029.5,80,6,290.3,75.8,,,0,0,0,0,0,0
2003,2,18,12,,0,2.7,1,69.7,1029,90,10,391.9,84.4,,,0,0,0,0,0,0
2003,2,18,13,,0,4.3,1,46.5,1028,100,12,450.8,82.2,,,0,0,0,0,0,0
2003,2,18,14,,0,4.9,0.9,37.4,1027,120,14,442.5,90.6,,,0,0,0,0,0,0
2003,2,18,15,,0,4.6,1.3,47.2,1026.2,90,13,396.9,78.6,,,0,0,0,0,0,0
2003,2,18,16,,0,4.8,1.4,46.2,1025.4,100,12,306.9,65.3,,,0,0,0,0,0,0
2003,2,18,17,,0,4.7,1.1,43,1024.8,100,12,181.7,46.7,,,0,0,0,0,0,0
2003,2,18,18,,0,3.1,-0.5,42.1,1024.2,90,10,51.9,22.2,,,0,0,0,0,0,0
2003,2,18,19,,0,1.9,-1,49.6,1023.7,90,7,0.3,0.3,,,0,0,0,0,0,0
2003,2,18,20,,0,1.2,-1.3,54.8,1022.8,80,10,0,0,,,0,0,0,0,0,0
2003,2,18,21,,0,0.9,-0.7,70.4,1022.2,90,10,0,0,,,0,0,0,0,0,0
2003,2,18,22,,0,0.8,-0.6,73.9,1021.9,110,8,0,0,,,0,0,0,0,0,0
2003,2,18,23,,0,1,-0.4,74.3,1021.2,100,10,0,0,,,0,0,0,0,0,0
2003,2,18,24,,0,0.7,-1,68,1020.8,110,9,0,0,,,0,0,0,0,0,0
2003,2,19,1,,0,0.4,-1.2,69.2,1020.5,110,7,0,0,,,0,0,0,0,0,0
2003,2,19,2,,0,-1.4,-2.6,73.3,1020.1,80,5,0,0,,,0,0,0,0,0,0
2003,2,19,3,,0,-1.7,-2.8,74.8,1019.5,80,5,0,0,,,0,0,0,0,0,0
2003,2,19,4,,0,-1.4,-2.7,71.3,1018.5,80,8,0,0,,,0,0,0,0,0,0
2003,2,19,5,,0,-1.3,-2.5,73.4,1017.6,80,8,0,0,,,0,0,0,0,0,0
2003,2,19,6,,0,-1.4,-2.6,73.3,1016.5,80,9,0,0,,,0,0,0,0,0,0
2003,2,19,7,,0,-1.5,-2.8,71.1,1016.8,90,6,0,0,,,0,0,0,0,0,0
2003,2,19,8,,1,-2.3,-3.3,75.8,1016.6,90,2,0.3,0.3,,,0,0,0,0,0,0
2003,2,19,9,,1,-2.1,-3,78.2,1016.2,70,6,52.2,25.6,,,0,0,0,0,0,0
2003,2,19,10,,2,0.7,-1,68.1,1015.7,90,7,184.2,53.3,,,0,0,0,0,0,0
2003,2,19,11,,6,2.3,-0.6,51.2,1015.3,100,11,307.5,89.7,,,0,0,0,0,0,0
2003,2,19,12,,6,2.6,-0.9,42.2,1014.3,100,13,375.3,102.5,,,0,0,0,0,0,0
2003,2,19,13,,7,3.2,-0.6,39.5,1013.4,100,15,368.3,119.4,,,0,0,0,0,0,0
2003,2,19,14,,7,4.4,0.8,42.5,1012.7,100,15,328.1,125,,,0,0,0,0,0,0
2003,2,19,15,,7,4.4,0.8,42.5,1011.8,80,14,265,131.4,,,0,0,0,0,0,0
2003,2,19,16,,7,4.2,0.6,42.1,1011.8,110,15,260.3,135.8,,,0,0,0,0,0,0
2003,2,19,17,,6,3.1,0.2,50.6,1011.3,90,15,173.9,110.3,,,0,0,0,0,0,0
2003,2,19,18,,6,2.5,-0.3,53.6,1011.4,100,11,32.5,31.4,,,0,0,0,0,0,0
2003,2,19,19,,7,2.2,-0.3,57.8,1011.5,90,13,0,0,,,0,0,0,0,0,0
2003,2,19,20,,7,1.9,-0.3,62.2,1011.1,80,13,0,0,,,0,0,0,0,0,0
2003,2,19,21,,7,2.2,0.5,69.4,1011,90,9,0,0,,,0,0,0,0,0,0
2003,2,19,22,,7,2.1,0.6,72.7,1010.7,90,9,0,0,,,0,0,0,0,0,0
2003,2,19,23,,0,1.9,0.5,74.3,1010.4,90,9,0,0,,,0,0,0,0,0,0
2003,2,19,24,,0,2.2,0.5,69.4,1009.7,100,9,0,0,,,0,0,0,0,0,0
2003,2,20,1,,0,0.8,-0.6,74,1009.7,80,7,0,0,,,0,0,0,0,0,0
2003,2,20,2,,0,1.4,0.1,75.4,1009.6,90,10,0,0,,,0,0,0,0,0,0
2003,2,20,3,,0,0.7,-0.6,75.7,1009.5,90,7,0,0,,,0,0,0,0,0,0
2003,2,20,4,,0,0.8,-0.4,77.9,1009.3,100,5,0,0,,,0,0,0,0,0,0
2003,2,20,5,,1,1.8,0.2,70.5,1009.3,110,9,0,0,,,0,0,0,0,0,0
2003,2,20,6,,4,2.3,0.6,69.5,1009.2,110,9,0,0,,,0,0,0,0,0,0
2003,2,20,7,,7,2.7,0.6,63.2,1009.7,100,6,0,0,,,0,0,0,0,0,0
2003,2,20,8,,7,2.2,0.5,69.4,1009.8,90,6,0.3,0.3,,,0,0,0,0,0,0
2003,2,20,9,,7,3.2,1.4,69.1,1010.6,80,4,33.6,32.8,,,0,0,0,0,0,0
2003,2,20,10,,7,3.8,2,70,1011,100,5,101.1,85.8,,,0,0,0,0,0,0
2003,2,20,11,,7,4.9,3,69.7,1011.6,110,9,155,147.8,,,0,0,0,0,0,0
2003,2,20,12,,8,5.6,3.5,67.6,1012.2,130,6,202.5,185.6,,,0,0,0,0,0,0
2003,2,20,13,,7,7,4.7,66.7,1012.3,120,7,308.1,213.3,,,0,0,0,0,0,0
2003,2,20,14,,7,7.5,5.1,66.1,1012.5,130,7,304.4,171.4,,,0,0,0,0,0,0
2003,2,20,15,,7,8.1,5.6,65.6,1012.8,140,7,262.2,187.8,,,0,0,0,0,0,0
2003,2,20,16,,6,9.5,6.5,61,1012.7,130,7,252.5,127.5,,,0,0,0,0,0,0
2003,2,20,17,,6,9.2,6.4,63.1,1013,170,6,173.1,70.3,,,0,0,0,0,0,0
2003,2,20,18,,5,8.4,5.9,65.9,1013.3,170,5,53.1,30.3,,,0,0,0,0,0,0
2003,2,20,19,,5,6.5,4.8,74.6,1013.9,170,4,0.8,0.8,,,0,0,0,0,0,0
2003,2,20,20,,5,5.7,4.1,75.2,1014.7,140,4,0,0,,,0,0,0,0,0,0
2003,2,20,21,,6,4.9,3.6,79.2,1015.6,130,4,0,0,,,0,0,0,0,0,0
2003,2,20,22,,5,3.8,2.8,83,1016.1,130,4,0,0,,,0,0,0,0,0,0
2003,2,20,23,,4,2.1,1.5,88.9,1016.4,110,1,0,0,,,0,0,0,0,0,0
2003,2,20,24,,0,1.2,0.7,90.4,1016.4,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,1,,0,-0.9,-1.5,86.7,1016.9,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,2,,0,-1.6,-2.1,87.7,1017.4,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,3,,0,-2.3,-2.8,86.6,1018,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,4,,0,-2.6,-3.1,86.1,1018.4,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,5,,0,-2.7,-3.1,88.4,1018.6,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,6,,0,-2.9,-3.3,88.2,1018.9,0,0,0,0,,,0,0,0,0,0,0
2003,2,21,7,,2,-2.5,-2.9,88.8,1019.3,290,2,0,0,,,0,0,0,0,0,0
2003,2,21,8,,2,-3.1,-3.5,87.9,1019.7,240,2,1.1,0.8,,,0,0,0,0,0,0
2003,2,21,9,,1,-2.2,-2.6,89,1020.6,0,0,55.6,32.2,,,0,0,0,0,0,0
2003,2,21,10,,1,0.2,-0.5,86.3,1021.3,210,2,168.1,64.7,,,0,0,0,0,0,0
2003,2,21,11,,1,6,4.2,72.5,1021.6,160,2,282.8,82.2,,,0,0,0,0,0,0
2003,2,21,12,,1,9.2,6.5,64.3,1021.7,160,2,386.1,91.7,,,0,0,0,0,0,0
2003,2,21,13,,0,10.7,7.3,57.9,1021.8,170,3,448.3,91.1,,,0,0,0,0,0,0
2003,2,21,14,,0,12.4,8.2,51.7,1021.8,190,2,438.6,93.3,,,0,0,0,0,0,0
2003,2,21,15,,1,13.3,8.5,47,1021.5,160,2,363.3,104.2,,,0,0,0,0,0,0
2003,2,21,16,,1,13.3,8.6,48,1021.4,210,2,275.6,100.6,,,0,0,0,0,0,0
2003,2,21,17,,1,12.8,8.1,47.1,1021.4,210,2,158.1,68.9,,,0,0,0,0,0,0
2003,2,21,18,,1,11.7,7.5,50.5,1021.4,170,2,46.9,29.7,,,0,0,0,0,0,0
2003,2,21,19,,3,9.5,6.5,60.9,1022,110,6,0.6,0.6,,,0,0,0,0,0,0
2003,2,21,20,,1,7.9,5.9,71.9,1022.5,100,4,0,0,,,0,0,0,0,0,0
2003,2,21,21,,0,6.7,4.8,71.8,1023,50,3,0,0,,,0,0,0,0,0,0
2003,2,21,22,,0,3.2,2.2,82.4,1023.3,80,4,0,0,,,0,0,0,0,0,0
2003,2,21,23,,0,2.8,2.2,89.3,1023.4,80,4,0,0,,,0,0,0,0,0,0
2003,2,21,24,,0,2.6,1.9,87.4,1023.2,80,5,0,0,,,0,0,0,0,0,0
2003,2,22,1,,0,3.5,2.5,82.7,1023.2,50,4,0,0,,,0,0,0,0,0,0
2003,2,22,2,,0,2.4,1.4,81.8,1023.3,50,3,0,0,,,0,0,0,0,0,0
2003,2,22,3,,0,1,0.4,88.3,1023.1,50,3,0,0,,,0,0,0,0,0,0
2003,2,22,4,,0,1.4,0.9,90.4,1022.9,60,4,0,0,,,0,0,0,0,0,0
2003,2,22,5,,0,0.5,0,89.9,1022.8,80,5,0,0,,,0,0,0,0,0,0
2003,2,22,6,,2,1.2,1.1,98.2,1022.7,80,7,0,0,,,0,0,0,0,0,0
2003,2,22,7,,7,1,0.8,96,1022.7,70,5,0,0,,,0,0,0,0,0,0
2003,2,22,8,,8,0.6,0.4,96.1,1022.8,100,5,0.6,0.6,,,0,0,0,0,0,0
2003,2,22,9,,7,0.9,0.7,96.2,1022.9,80,5,26.7,26.7,,,0,0,0,0,0,0
2003,2,22,10,,7,1.6,1.1,90.5,1023,80,5,95.8,95,,,0,0,0,0,0,0
2003,2,22,11,,0,3.4,2.4,82.6,1022.9,70,6,151.9,144.4,,,0,0,0,0,0,0
2003,2,22,12,,0,5.8,3.8,69.3,1022.4,90,7,312.8,201.7,,,0,0,0,0,0,0
2003,2,22,13,,0,7.4,4.7,61.6,1021.6,90,8,421.9,170.6,,,0,0,0,0,0,0
2003,2,22,14,,0,8,4.8,55.8,1020.9,100,12,428.9,181.4,,,0,0,0,0,0,0
2003,2,22,15,,0,8.6,5,51.8,1020.6,90,11,376.7,184.4,,,0,0,0,0,0,0
2003,2,22,16,,0,8.9,5.3,52.3,1020.4,90,8,284.7,100.8,,,0,0,0,0,0,0
2003,2,22,17,,0,9.1,5.4,51.5,1019.9,90,9,166.4,73.9,,,0,0,0,0,0,0
2003,2,22,18,,0,7.7,4.9,60.7,1019.9,90,8,48.3,30,,,0,0,0,0,0,0
2003,2,22,19,,1,6.2,3.9,65.4,1020.3,90,8,0.3,0.3,,,0,0,0,0,0,0
2003,2,22,20,,1,5.3,3.4,70.1,1020.5,90,6,0,0,,,0,0,0,0,0,0
2003,2,22,21,,0,3.8,2.5,77.9,1020.5,80,5,0,0,,,0,0,0,0,0,0
2003,2,22,22,,0,2.8,1.8,82.2,1020.9,0,0,0,0,,,0,0,0,0,0,0
2003,2,22,23,,0,1.8,1.2,88.6,1020.5,80,4,0,0,,,0,0,0,0,0,0
2003,2,22,24,,0,0.7,0.5,96.1,1020.3,80,3,0,0,,,0,0,0,0,0,0
2003,2,23,1,,0,-0.2,-0.8,87.7,1020.2,0,0,0,0,,,0,0,0,0,0,0
2003,2,23,2,,0,-0.5,-1,89.1,1020,0,0,0,0,,,0,0,0,0,0,0
2003,2,23,3,,0,-0.3,-0.8,89.5,1020.1,0,0,0,0,,,0,0,0,0,0,0
2003,2,23,4,,1,1.8,1.1,86.9,1019.9,140,4,0,0,,,0,0,0,0,0,0
2003,2,23,5,,3,5.2,4,80.8,1019.7,150,7,0,0,,,0,0,0,0,0,0
2003,2,23,6,,7,6.3,4.8,77.3,1020.1,170,5,0,0,,,0,0,0,0,0,0
2003,2,23,7,,8,6.8,5.6,82.2,1020.3,160,3,0,0,,,0,0,0,0,0,0
2003,2,23,8,,8,7.8,6.4,80.1,1020.7,170,6,0.3,0.3,,,0,0,0,0,0,0
2003,2,23,9,,7,7.9,6.6,81.5,1021.4,170,8,13.3,13.3,,,0,0,0,0,0,0
2003,2,23,10,,7,8.6,7.2,80.7,1021.9,170,9,30.3,30.3,,,0,0,0,0,0,0
2003,2,23,11,,7,9.4,7.9,79.9,1022.3,170,7,94.4,94.4,,,0,0,0,0,0,0
2003,2,23,12,,7,10.2,8.6,79.3,1022.7,180,7,163.9,160.6,,,0,0,0,0,0,0
2003,2,23,13,,6,11.8,9.7,74.5,1022.9,200,9,181.1,176.1,,,0,0,0,0,0,0
2003,2,23,14,,6,12.9,10.2,68.8,1023,180,6,385.6,255.8,,,0,0,0,0,0,0
2003,2,23,15,,7,13.6,10.4,64.2,1022.6,190,7,356.1,115.8,,,0,0,0,0,0,0
2003,2,23,16,,7,13.8,9.9,57.1,1022.9,200,9,229.4,139.7,,,0,0,0,0,0,0
2003,2,23,17,,7,13.1,9.6,60.3,1023.1,190,9,155.6,111.9,,,0,0,0,0,0,0
2003,2,23,18,,7,11.6,8.7,65,1023.7,200,7,40.6,35.6,,,0,0,0,0,0,0
2003,2,23,19,,7,10.3,8.4,75.7,1024.2,200,7,0.6,0.6,,,0,0,0,0,0,0
2003,2,23,20,,7,9.7,8.2,80.1,1024.5,190,6,0,0,,,0,0,0,0,0,0
2003,2,23,21,,0,8.8,7.8,86.2,1025.1,190,5,0,0,,,0,0,0,0,0,0
2003,2,23,22,,0,8.1,7.3,88.6,1025.7,180,4,0,0,,,0,0,0,0,0,0
2003,2,23,23,,0,7,6.5,92.5,1026.1,170,5,0,0,,,0,0,0,0,0,0
2003,2,23,24,,0,6.5,6.2,95.4,1026,180,3,0,0,,,0,0,0,0,0,0
2003,2,24,1,,7,6.8,6.5,95.4,1026,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,2,,8,5.8,5.7,98.5,1025.9,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,3,,4,3.8,3.7,98.3,1025.6,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,4,,7,4,3.8,96.7,1025.4,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,5,,8,4.4,4.2,96.7,1024.9,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,6,,8,3.6,3.4,96.6,1024.8,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,7,,6,2.2,2.1,98.2,1024.8,0,0,0,0,,,0,0,0,0,0,0
2003,2,24,8,,9,4,3.9,98.4,1024.7,0,0,0.8,0.8,,,0,0,0,0,0,0
2003,2,24,9,,7,5.3,5.1,96.9,1024.4,0,0,24.7,24.7,,,0,0,0,0,0,0
2003,2,24,10,,7,6.2,6.1,98.5,1024.5,340,1,60.8,60.8,,,0,0,0,0,0,0
2003,2,24,11,,7,8.2,7.7,92.8,1024,100,5,69.4,69.4,,,0,0,0,0,0,0
2003,2,24,12,,7,9,8.2,89.1,1023.8,110,6,111.7,111.1,,,0,0,0,0,0,0
2003,2,24,13,,7,10,8.6,81.8,1023.2,110,7,302.5,219.4,,,0,0,0,0,0,0
2003,2,24,14,,7,11.6,9.4,73.2,1022.7,110,7,305.3,230.3,,,0,0,0,0,0,0
2003,2,24,15,,7,13.8,10,58.2,1021.8,120,9,360.3,190.3,,,0,0,0,0,0,0
2003,2,24,16,,6,13.4,9.4,55.5,1021.1,110,11,240,111.1,,,0,0,0,0,0,0
2003,2,24,17,,7,13.2,8.9,52,1020.6,120,11,158.1,108.3,,,0,0,0,0,0,0
2003,2,24,18,,7,12.2,8.3,54.6,1020.3,120,10,46.1,38.9,,,0,0,0,0,0,0
2003,2,24,19,,7,10.6,7.4,60.1,1020.7,120,8,1.1,1.1,,,0,0,0,0,0,0
2003,2,24,20,,6,9.5,6.7,63.5,1020.5,80,7,0,0,,,0,0,0,0,0,0
2003,2,24,21,,7,8.5,6.3,69.9,1020.2,90,8,0,0,,,0,0,0,0,0,0
2003,2,24,22,,7,9.2,6.4,63.1,1020.3,110,9,0,0,,,0,0,0,0,0,0
2003,2,24,23,,0,8.4,5.8,64.4,1020.1,110,9,0,0,,,0,0,0,0,0,0
